Id,Prediction
0,0.0008404113978001256
1,0.019096858240844686
2,0.007838734155655216
3,0.0024943782171903926
4,0.0013627333637195487
5,0.0022272394839008133
6,0.0022194351283753282
7,0.025291015932183202
8,0.0022658958749304163
9,0.025270707500630794
10,0.0015690580702199257
11,0.0003611447968479701
12,0.003186059159789268
13,0.0015938601183646465
14,0.0008558840420612173
15,0.009837472156062609
16,0.034890228937238026
17,0.0006693215014687855
18,0.000518879104801429
19,0.030280331445418793
20,0.004350816038574206
21,0.0006653957581448545
22,0.13004518969104104
23,0.00017162527249333124
24,0.0032761646597557143
25,0.005055660244628276
26,0.004662823591204247
27,0.0016774348253380115
28,0.004621573136320592
29,0.014658225466836799
30,0.0028782098622087576
31,0.00449837092806054
32,0.0016837591083691092
33,0.004394696471421858
34,0.031289186895316644
35,0.0006484318306739661
36,0.04439663204992873
37,0.034536793115120354
38,0.031429226118969644
39,0.010262665540467874
40,0.02350862231793349
41,0.00016862745184597833
42,0.00579090317440743
43,0.0008240275379117152
44,0.3707303290348833
45,0.003920379267177826
46,0.0036625100907642684
47,0.039278848925381235
48,0.006811926803405286
49,0.02955885177441849
50,0.024276839061533172
51,0.0038849434615020923
52,0.007757270227379455
53,0.0006711973337727641
54,0.0451055567996603
55,0.0007928204804892147
56,0.005051632936002807
57,0.012631522271908153
58,0.0016299189843653119
59,0.0014318305281015486
60,0.0004267333899572708
61,0.0012887787819302681
62,0.006634748093470331
63,0.002237740561275953
64,0.012634425362131834
65,0.0068229488212142525
66,0.018538559561963756
67,0.0013416982831363255
68,0.15934716183519507
69,0.00136458590630183
70,0.0013996045669282735
71,0.0005908638047757975
72,0.0014504622481862745
73,0.007374543967328979
74,0.00206429798786732
75,0.005307600158795908
76,0.0011324985111688787
77,0.0019275672624069113
78,0.0015599142612551782
79,0.0038374129074441477
80,0.024672600053519334
81,0.008156779403200365
82,0.0024786448369444923
83,0.00019941883918242947
84,0.0015896681496806232
85,0.0008727993560404587
86,0.002495883793283943
87,7.82413454116169e-05
88,0.00012883040801193053
89,0.0022722222710668213
90,0.001406065207765765
91,0.06948932874857293
92,0.008231500322357175
93,0.13079227755260805
94,0.00899873491443161
95,0.11928743402743458
96,0.001141351261950247
97,0.00026601529539759124
98,0.003994708611250071
99,0.0008755506684837688
100,0.05158616528522664
101,0.01302575418220676
102,0.08920326697988347
103,0.002990110912236669
104,0.0023189325469664805
105,0.019300367637794483
106,0.06713025630671572
107,0.00806584533182325
108,0.02828642716515455
109,0.0008216797034239063
110,0.0014215575899506358
111,0.0020117754954088185
112,0.001100033496372527
113,0.05560437603000199
114,0.0027305096994846186
115,0.0022070890609662682
116,0.0009585043873722326
117,0.031821643056646545
118,0.0032170900278856683
119,0.03377903558796412
120,0.0022079724096362254
121,0.007679910420843596
122,0.25800187264204927
123,0.00035107067423876756
124,0.08254836717339294
125,0.013710542757082967
126,0.003479892218802866
127,0.0005533529328747525
128,0.00045147299175248945
129,0.014458564391847513
130,0.003130188972617042
131,0.025959489584955257
132,0.004179139524613973
133,0.0011012332421619915
134,0.0013223759512113315
135,0.0007110229064287368
136,0.0011574349568724762
137,0.0002569488043434633
138,0.009794625691701704
139,0.020914448701062207
140,0.004846547660683017
141,0.0006513042085828214
142,0.003728829382248974
143,0.0009262280718614976
144,0.0002725817890656935
145,0.007402735296046155
146,0.00038988521917645804
147,0.0016123585379883632
148,0.010653795659017834
149,0.022644576641048422
150,0.0006559217171358462
151,0.005503365502493002
152,0.020381546251156447
153,0.0014738516217158032
154,0.004742232717128321
155,0.014665560140836798
156,0.0005503070558018982
157,0.004448547748420494
158,0.0013544497178353948
159,0.3439034345096974
160,0.004901025250379423
161,0.001318934520180548
162,0.0004140015945726115
163,0.24152102448524404
164,0.013854405500172095
165,0.003656591878366326
166,0.004610843787070402
167,0.007594875867870596
168,0.0009816014798311517
169,0.000938961858106362
170,0.002550330624187804
171,0.0019424480476011444
172,0.007391846604615115
173,0.004479127619773379
174,0.0014677164053449715
175,0.0020272583133376255
176,0.003826458217289667
177,0.2318261690209176
178,0.010567068280492135
179,0.001267091264869233
180,0.0004169760960676356
181,0.002931118982782695
182,0.0005798292419068831
183,6.200870876262444e-05
184,0.009468870994120469
185,0.00610710107045218
186,0.007332366792657595
187,0.013742875506774846
188,0.017430262356086138
189,0.000592469210830863
190,0.0018354993995031267
191,0.0013530950227616508
192,0.0003042707799400772
193,0.010027924871838892
194,0.006579788844788426
195,0.0007881675734734392
196,0.0013293142112646887
197,0.014935910619704805
198,0.00026081098182259484
199,0.0007804395041731301
200,0.1396835394230839
201,0.0010149859522516223
202,0.07151177853915974
203,0.005969564092176805
204,0.004949810546959493
205,0.0009490976504239566
206,0.002524391241883106
207,0.04637064620186015
208,0.002470565518412046
209,0.0020268959210574867
210,0.0014284618199295388
211,0.0007398280107908598
212,0.00028564743274274944
213,0.004565245961809016
214,0.004017517311390945
215,0.0002406925611903149
216,0.004999533259295935
217,0.0012481382991013322
218,0.003247466724380017
219,0.005350737518060284
220,0.011525873161870589
221,0.00833571027683949
222,0.0011663438172346502
223,0.010365076473573204
224,0.021931112008546257
225,0.008633912488485778
226,0.0011517814140802004
227,0.0070095082698987555
228,0.0006710489229278306
229,0.04626089850841146
230,0.0005077190753031838
231,0.0008282904008774115
232,0.020772671927270933
233,0.0034667088138416787
234,0.00011134697011404876
235,0.0024227890738172777
236,9.89093074237067e-05
237,0.005772706274504767
238,0.0017558097980860518
239,0.004552256296507571
240,0.0011971778718143434
241,0.0063693133784756845
242,0.004275956820493568
243,0.04814506537375406
244,0.018721693873307466
245,0.0004885875788078238
246,0.009015010591793013
247,3.4772689238565415e-12
248,0.001738491717601085
249,0.021390882196780803
250,0.0030825908702581694
251,0.0037222299444134425
252,0.009675590356642812
253,0.0006802868100211606
254,0.0013946880521610607
255,0.032520632117893584
256,0.003397174392083503
257,0.00021358169041976174
258,0.006815887569574805
259,0.012875793183836099
260,0.0021878031666342523
261,0.005500370345938234
262,0.17423187049702274
263,0.0002748867006225941
264,0.024072859929382528
265,0.00022230756086177652
266,0.01372513094766857
267,0.022527486204604836
268,0.0029976597252173443
269,0.0035866061868038146
270,0.0023560300471922695
271,0.052448922238417135
272,0.0014549397431896263
273,0.0002354045602013043
274,0.00042411247170016486
275,0.0046001953766857655
276,0.015477165904834984
277,0.040062985452956036
278,0.18294093666602523
279,0.017982442582152917
280,0.00023915579960109932
281,0.02768481538596118
282,0.0041674917111747724
283,0.007735309006628478
284,0.001629560541462812
285,0.007317113718200585
286,0.008791648508593848
287,0.0010760414347712347
288,0.0003537436276874313
289,0.0025807435358019986
290,0.000596502991797473
291,0.014345567486090869
292,0.00023340788269627624
293,0.0014828035265296098
294,0.0010385709749804503
295,0.008849171832471176
296,0.000422731307779826
297,0.0005613445237314241
298,0.07843828219376259
299,0.00018542875940248343
300,0.050323390501428755
301,0.3018027500422298
302,0.0029944691958741125
303,0.07081940637367089
304,0.0006690704138152568
305,0.023282504371532408
306,0.0010976940557486164
307,0.007502693837080248
308,0.25760635702525037
309,0.001537530941263791
310,0.004317842563975075
311,0.0050129065520868425
312,0.00012079361199060084
313,0.001025320242542745
314,0.0016119348500426309
315,0.006505324406480772
316,0.004948220382414366
317,0.054542622600960364
318,0.031226132679129565
319,0.00013160682346117892
320,0.0014147011115311543
321,0.008515964867602852
322,0.004521858968781361
323,0.010933634213389052
324,0.09420635336535094
325,0.0015467772792002086
326,0.0005472712303702966
327,0.0002953422198822001
328,0.01027356476672853
329,0.0034033696973178027
330,7.793415004359433e-05
331,0.0005304058502753343
332,0.0017818431459677786
333,0.007632090350954969
334,0.003454870016378347
335,0.05930536079308761
336,0.004666811490508062
337,0.0011879706794140621
338,0.00038033721060429227
339,0.003641106169269143
340,0.0013791331969635445
341,0.0007401398218379583
342,0.0009075951638416757
343,0.0054992432806139
344,0.03821825041078883
345,0.0025216058217094263
346,0.004420625140449009
347,0.01950178703386029
348,0.0011613602246583964
349,0.00213579534826179
350,0.0021765124456177044
351,0.0010985973605955961
352,0.00474153206912514
353,0.008502762405962441
354,0.0003901261102853483
355,0.0026324717236702053
356,0.00020999086703876618
357,0.0008322071407002858
358,0.0001600405621806038
359,0.0043281498401546775
360,0.10424360476601688
361,0.02566055307316778
362,0.015589972685594625
363,0.01969262426409989
364,0.007784560859071789
365,0.01287738230363801
366,0.005033646901244299
367,0.008149434370218868
368,0.015414730009040471
369,0.0007760017176522274
370,0.0005574152937528719
371,0.000966841710967499
372,0.0032618101611601915
373,0.029368875695361733
374,0.00035624868802861903
375,0.009718692376313249
376,0.011434883997615853
377,0.007186233559706161
378,0.04627586729722452
379,0.010487882791821097
380,0.0006014839778054348
381,0.0021867089107105533
382,0.06085684149810783
383,0.013276284310607645
384,0.0009867250873700304
385,0.00953737313776846
386,0.05172465297581458
387,0.014527345835745043
388,0.002830809192933966
389,0.007034794690910942
390,0.00021443994213678569
391,0.00268892581683149
392,0.00199433333049256
393,0.0051580261414030815
394,0.0016640970704147123
395,0.0014018197536018173
396,0.010138545609384661
397,0.000394482744104028
398,0.001083560511408486
399,0.006576716891923258
400,0.004859432455198997
401,0.02012885552747664
402,0.012116827372613697
403,0.02315143342775169
404,0.01928804798869015
405,0.00323633230823325
406,0.032981363830467646
407,0.0019848285550482466
408,0.000632972574720963
409,0.0008180308128710129
410,0.0031717286855273154
411,0.0002728541230868138
412,0.012036840211396813
413,0.01577725282866485
414,0.001942570338545903
415,0.0003478227011111365
416,0.0313752115191136
417,0.08791599780883279
418,0.0036721215254556386
419,0.013213233852945167
420,0.0004066574131807231
421,0.0009920502429835692
422,0.0035163205714523168
423,0.004723815347037281
424,0.000995765137146037
425,0.0008581792533017493
426,0.02793406106317817
427,0.04069449202016331
428,0.0042928887815060135
429,0.0005799754608553308
430,0.0037541769279442493
431,0.0008256409061822627
432,0.0022933386492443022
433,0.001624881213352627
434,0.008882754361208169
435,0.010698430307763436
436,0.0013855051309953309
437,0.0005109088770223761
438,0.027221716125144856
439,0.004438474364139087
440,0.02148541161312448
441,0.040382527757797666
442,0.00038335953874535627
443,0.003370481546183004
444,0.01974114586071547
445,0.0011660718305825663
446,0.0027724816027511374
447,0.016812009929053903
448,0.0017527959282195107
449,6.629892128834769e-05
450,0.0010066232163323766
451,0.000289719086437473
452,0.0009193013999561549
453,0.02450247830548874
454,0.014873137251350423
455,0.002608536208440788
456,0.004257313996418732
457,0.0035254776198347694
458,0.0008843185480786694
459,0.0003310396832182018
460,0.0002859144244660399
461,0.0010688428872820447
462,0.0022159734387668176
463,0.0017158852221689817
464,0.025813286853873737
465,0.002085956041351544
466,0.0032385650252220637
467,0.012286876916255962
468,0.0009958014061843524
469,0.003639993652953551
470,0.002315565846934309
471,0.0001219544638783625
472,0.0016622260673676264
473,0.02102727972061514
474,0.00023690847547007556
475,0.002070747174003023
476,0.0002834138507087404
477,0.0004190837746113016
478,0.0009137423179416949
479,0.007368687109074776
480,0.001083683236472746
481,0.0026717534271970232
482,0.00016137260222154535
483,0.0017167885768620713
484,0.0009760051271876483
485,0.0004323892943863568
486,0.0005336143040414466
487,0.016932543830447823
488,0.0013132411762464388
489,0.00015422730757615644
490,0.002981010176523108
491,0.06558269330933242
492,0.0012546140086522508
493,0.001373653733968227
494,0.0003350614928963586
495,0.003577325755847595
496,0.004168738616730141
497,0.0008633581663328266
498,0.0002449370930769939
499,0.024590929267010505
500,0.0002090639451462717
501,0.026109768312226677
502,0.012403362612172496
503,0.01143576392238116
504,0.002965148334087647
505,0.0013708186339266254
506,0.0010404359751109453
507,0.0038203762333946204
508,0.03918465423171717
509,0.014154490939599244
510,0.0008459132002297976
511,0.024853515120057144
512,0.0007318713883463963
513,0.0011109155096271713
514,0.017569766866939694
515,0.02623975652744034
516,0.0030937859631886143
517,0.014349925467505869
518,0.014273081887591039
519,0.14004824176826483
520,0.007137669744901297
521,0.005922420455440464
522,0.012020431465945381
523,0.000998107153996819
524,0.003287900387790098
525,0.04509050898239983
526,0.0005287274249265422
527,0.001360692820182692
528,0.00715399231029163
529,0.0003382854236810368
530,0.0012247653880151615
531,0.0017674513590839132
532,0.0021865798567532882
533,0.008231944771287537
534,0.000850327316505228
535,0.020805152366781845
536,0.016295954930726445
537,0.017254157240089003
538,0.02851278922092457
539,0.0008558717323218348
540,0.001999228253950123
541,0.00045366087209822967
542,0.0013521202134808919
543,0.0003599035161476434
544,0.003247651316595403
545,0.00019666930038525848
546,0.008733783403139605
547,0.009028575449579355
548,0.002195693892818808
549,0.000951127603674482
550,0.001512089093488542
551,0.0009022173942923223
552,0.0013715110605416999
553,0.0007750441841940329
554,0.0006263743463162381
555,0.0013942674460191056
556,5.217603770997582e-05
557,0.01647603560720102
558,0.018833557231887014
559,0.0007479686966703921
560,0.0029881865031978127
561,0.006655913677035497
562,0.005863463564480249
563,0.00073373122336533
564,0.030169015138375024
565,0.001078440402477543
566,0.006127114864742014
567,0.0016925198016117693
568,0.004270804688446101
569,0.011613389450508672
570,0.001401374023887319
571,0.2359245926146136
572,0.010245559406997755
573,0.007484110122919707
574,0.023906494787205794
575,0.09953857259443424
576,0.0027420956184994057
577,0.0006185312036183159
578,0.04775490073161109
579,0.0003261004632115891
580,0.0021805760590186624
581,0.003628294701250828
582,0.0025716703147650012
583,0.004004167236720723
584,0.003963514325409586
585,0.009738346869624265
586,0.0021494062807653684
587,0.00589069557721627
588,0.34958101767855937
589,0.011544349630524598
590,0.004136186898057746
591,0.0007331386418548101
592,0.0014593017492218717
593,0.0009590705138452453
594,0.012404227053119355
595,0.0010413625104956992
596,0.0016646073074295825
597,0.014784249244597859
598,0.018792291628331823
599,0.00035111531199175284
600,0.0004519331073277491
601,0.0008404166648804518
602,0.000381440376267136
603,0.0008430658539491927
604,0.05313980028848303
605,0.004589700113385471
606,0.003453672172208945
607,0.002790792148206858
608,0.012121405215159767
609,0.00018971519557796403
610,0.009927114546189024
611,0.0016039261134527078
612,0.0006527166380280667
613,0.005364120047796446
614,0.011117905224563964
615,0.006903399985214751
616,0.00033501280013771535
617,0.1698129560978994
618,0.0018323683255842176
619,0.0005127717564719207
620,0.001347479105364714
621,0.008084851122740948
622,0.009399130094582615
623,0.039353993197271994
624,9.181789848874752e-05
625,0.0016974671938273218
626,0.0021612657627052235
627,0.06509283004472777
628,0.002064560480248107
629,3.131879893184832e-05
630,0.0014356803767821428
631,0.0010704727969755707
632,0.3048929048292315
633,0.0022524038295894545
634,0.06591167576420597
635,0.0013078715388026368
636,0.0012559843709080522
637,0.0005387280654772693
638,0.004792862605565564
639,0.39938378831516697
640,0.0036886341544839847
641,0.0015981438137210365
642,0.45849424268665856
643,0.0009710633187356494
644,0.0006880304060433254
645,6.940044654454118e-05
646,0.005991349963896975
647,0.08691805987932064
648,0.006197615871830368
649,0.0011049120597311046
650,0.0005926774859469892
651,0.003440845939099895
652,0.007977217732543345
653,0.0007232287500150372
654,0.005437702094130452
655,0.0013786082793418482
656,0.0011409985304329901
657,0.03377277734273703
658,0.0007622549583690914
659,0.059525234564011625
660,0.006826727792232074
661,0.00014618865925355428
662,0.019344362090040347
663,0.004973609430251658
664,0.0010798083194797187
665,0.002024137900861207
666,0.003734340647664834
667,0.0018175465459889675
668,0.27761870932555505
669,0.004489091730920336
670,0.002995867659609619
671,0.001987921858288044
672,0.0004086950659238635
673,0.0015350395628168608
674,0.0005482675844617896
675,0.00017528694460031014
676,0.0009437557480338147
677,0.0022960467589534014
678,0.021736978016370603
679,0.0011125842873194738
680,0.007513574642347725
681,0.002719430363360577
682,0.0007037561419509509
683,0.005266330338548993
684,0.0052379554525545146
685,0.0017344327985464821
686,4.417471309649639e-05
687,0.026614142389120063
688,0.0005020856169306136
689,0.06337919356863003
690,0.00037983141980753104
691,0.0009524274361442769
692,0.003672341292379744
693,0.0001642957475066613
694,0.002441757770138019
695,0.0010617672441995054
696,0.06490243835643884
697,0.41756493773880804
698,0.005377376532503949
699,0.0022701535479901108
700,0.003191588584372977
701,0.001555213118378689
702,0.0530960100461757
703,0.0005361356926559571
704,0.0008526328386019905
705,0.008122512346991817
706,0.0014771769615348652
707,0.035980490922974416
708,0.0029933622468874535
709,0.027301222776897862
710,0.049947669875104975
711,0.007585638216248931
712,0.0024914446077966145
713,0.01616381679444242
714,0.005389164597054715
715,0.001159808333952039
716,0.04771655060837081
717,0.001274627752940591
718,0.0022299169015038496
719,0.004693159642212519
720,0.016256253866543068
721,0.0012859826734237412
722,0.0021336364461252517
723,0.1912439604882864
724,0.0038468306823143403
725,0.0032600244663913286
726,0.0032356400882277386
727,0.0008565066553852605
728,6.769824163835593e-05
729,0.19682370747340985
730,0.0014753174542480399
731,0.0007084841509734951
732,0.00667806327114773
733,0.0005722258760381718
734,0.039228065323485946
735,0.0009322745015064705
736,0.07187779139065827
737,0.01185594599134923
738,0.0018522859914337714
739,0.0002527074131845565
740,0.024890975519619732
741,0.007715227643067117
742,0.08801732134342204
743,0.003988158924960502
