Id,Prediction
0,0.000833091739843325
1,0.021253023104743696
2,0.00872945353978654
3,0.0028318830503836936
4,0.0015240654679334227
5,0.002474597083756845
6,0.0022247111423443298
7,0.028438343512485177
8,0.002512273057967019
9,0.028105139286819507
10,0.001746965284347393
11,0.00042193301950263067
12,0.003547632584530174
13,0.0017723879088499615
14,0.0008582244610851667
15,0.00984997508748422
16,0.03509671371677553
17,0.0006731312938387999
18,0.0005811050222462941
19,0.03034392687765278
20,0.004891106510610051
21,0.0007475633686781479
22,0.14257431486985273
23,0.0001913563043725489
24,0.003659786380923094
25,0.005692889183404141
26,0.005134153163218197
27,0.001696393514654051
28,0.004649403032094463
29,0.016325210979193438
30,0.0032388736355373473
31,0.0044924258072625055
32,0.0016713926119038811
33,0.004370428246635862
34,0.035281571954674726
35,0.0007290706300359861
36,0.049606316957800205
37,0.03830973197622049
38,0.03538390249910606
39,0.011451435267389454
40,0.02353337402396149
41,0.00019085649623829998
42,0.006438732370697196
43,0.0009210722234431578
44,0.3941595327195024
45,0.004416551031608383
46,0.0040897811939011215
47,0.03943167472896083
48,0.006772397659585139
49,0.03272972729808409
50,0.027002061566432093
51,0.004320248316861659
52,0.008658104663771203
53,0.0006753624471100534
54,0.050337660061098785
55,0.0007886319082002696
56,0.005061680315130276
57,0.014051898622585726
58,0.0018353281522289456
59,0.001607990118362829
60,0.00047621181606898066
61,0.0012960310269936617
62,0.006651253636122082
63,0.0022487132567722435
64,0.014211944331154353
65,0.006879421783154582
66,0.01857787936563458
67,0.0014986692166297302
68,0.17560798834621402
69,0.0015327068202901919
70,0.0015772838711929885
71,0.0006561096677793266
72,0.0016174209333226395
73,0.008273148763935824
74,0.0020520993074485245
75,0.005932948399970957
76,0.0012649545343859823
77,0.002144762075526462
78,0.00154518451996088
79,0.004313611308529115
80,0.027340528874244662
81,0.00917214336261765
82,0.0024755851461059413
83,0.00022238557965659035
84,0.001746923629744024
85,0.0009714035889295251
86,0.0028234728210094376
87,8.85570610427554e-05
88,0.00014310611698731976
89,0.0025561700779338356
90,0.0015603565932442662
91,0.07662107340191197
92,0.009248585477941752
93,0.133499269412489
94,0.010042893423584224
95,0.1317680680519815
96,0.0012836605392505223
97,0.00029279155887889275
98,0.00401810986653997
99,0.0009816301236892644
100,0.05693630227185674
101,0.013000508585386497
102,0.09920942393439319
103,0.0031343559193616173
104,0.002613947396221567
105,0.01924661873385544
106,0.07430213236067627
107,0.00900588819702309
108,0.028099037815127664
109,0.0009142624119045775
110,0.0014114978041961392
111,0.00200949004016165
112,0.001238187362523435
113,0.05546745129942933
114,0.0030721327788125136
115,0.002463457472643548
116,0.0010709506625508093
117,0.03559627510644086
118,0.003232283735641048
119,0.03780257668591815
120,0.0024713842237815316
121,0.008650683778213725
122,0.27845917240644275
123,0.0003497666346959975
124,0.09152851308807783
125,0.014110932970149294
126,0.003882527774651102
127,0.0005567770011126587
128,0.0004549079740581348
129,0.016239830671719482
130,0.003138394221047852
131,0.02977370341857915
132,0.0041640922819257235
133,0.0012258993347605714
134,0.0014893060327573506
135,0.0007944248955790911
136,0.0012911560873475547
137,0.00025559611337331597
138,0.010933605417727574
139,0.023470714832092107
140,0.0053967286711029665
141,0.0007321861363863586
142,0.0041960225656838095
143,0.001046479008481238
144,0.00030414743537378526
145,0.00831793406047129
146,0.0004390309550630839
147,0.0018171928039592722
148,0.011983995012888096
149,0.025410170259149465
150,0.0007375323953135734
151,0.006178044067189053
152,0.022942218856571384
153,0.0016461539585012168
154,0.005228447953425792
155,0.014746136903004954
156,0.0006184528172497568
157,0.0050072980883909815
158,0.0015243157500526925
159,0.37054720974096333
160,0.0047966854675501784
161,0.0014867879712432781
162,0.00046649564663143426
163,0.2433247533442744
164,0.013922258359695927
165,0.004120267754164427
166,0.005197372076556899
167,0.00849112765100303
168,0.0010797826739125228
169,0.0009412193664916241
170,0.0028776310182995583
171,0.00219253644530878
172,0.008124533095242898
173,0.004487347902037634
174,0.0016498767458011725
175,0.0022801528061143425
176,0.003859101897447938
177,0.23231264588858003
178,0.01184282538457701
179,0.0014113667703554427
180,0.0004688942542607463
181,0.0032273409942316944
182,0.0006451617420586978
183,6.965523887503765e-05
184,0.010710092566183358
185,0.006884220439282212
186,0.007401489656910085
187,0.015356770606615389
188,0.01939356594219221
189,0.0006600588309744329
190,0.0018319410672264565
191,0.0013554063753602387
192,0.0003401793979068103
193,0.010068877236312588
194,0.007327188932069678
195,0.000881540278575922
196,0.0013300580835347298
197,0.016418998639432376
198,0.0002902156236657498
199,0.000782900302496009
200,0.15480148641401828
201,0.0011469067510392439
